EID	massfeature_rows	str_row_ion	compounds	compound_names
E539	row2183;row2320;row2328	row2183_M+H2O+H[1+];row2320_M+H[1+];row2328_M(C13)+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E541	row2147;row2260;row918	row2147_M+H[1+];row2260_M(C13)+H[1+];row918_M-HCOOH+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E546	row1199;row1802;row2220;row539	row1199_M-CO+H[1+];row1802_M-C3H4O2+H[1+];row2220_M-CO2+H[1+];row539_M+H[1+]	C02838	L-Octanoylcarnitine
E547	row407	row407_M+H[1+]	C02838	L-Octanoylcarnitine
E549	row1205;row408	row1205_M+H[1+];row408_M+H[1+]	C13747;C07480	1,7-Dimethylxanthine; Paraxanthine$
E553	row413;row807	row413_M-H4O2+H[1+];row807_M-H2O+H[1+]	C12144	Phytosphingosine; 4-D-Hydroxysphinganine
E554	row1495	row1495_M-H2O+H[1+]	C02934;C00319	3-Dehydrosphinganine$Sphingosine
E555	row413;row807	row413_M-H2O+H[1+];row807_M+H[1+]	C02934;C00319	3-Dehydrosphinganine$Sphingosine
E558	row414	row414_M-H2O+H[1+]	C00180;C00633	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde
E559	row2360	row2360_M+H[1+]	C00180;C00633	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde
E561	row424	row424_M-H2O+H[1+]	C03091;CE2315;C01189;C03845;C00187	5beta-Cholestan-3-one; Coprostan-3-one$cholesta-8(9)-en-3beta-ol$5alpha-Cholest-7-en-3beta-ol; Lathosterol$5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol$Cholesterol
E563	row1033;row1260;row1341;row1713;row429;row619;row779;row838	row1033_M-CO2+H[1+];row1260_M-C3H4O2+H[1+];row1341_M-CO+H[1+];row1713_M+H2O+H[1+];row429_M-HCOOH+H[1+];row619_M-H2O+H[1+];row779_M-H4O2+H[1+];row838_M-HCOOH+H[1+]	C08261	
E564	row1602;row1611	row1602_M-H2O+H[1+];row1611_M-H4O2+H[1+]	C08261	
E567	row431	row431_M-H2O+H[1+]	C02198	Thromboxane A2; (5Z,13E)-(15S)-9alpha,11alpha-Epoxy-15-hydroxythromboxa-5,13-dienoate; (5Z,9alpha,11alpha,13E,15S)-9,11-Epoxy-15-hydroxythromboxa-5,13-dien-1-oic acid
E568	row436	row436_M+Na[1+]	C16618	6-Thioxanthine 5'-monophosphate
E572	row443	row443_M-H2O+H[1+]	C01802;C00599;C05437;C05439;C01164;C05443	Desmosterol; 24-Dehydrocholesterol; Cholesta-5,24-dien-3beta-ol$Cholest-4-en-3-one; Cholestenone; 4-Cholesten-3-one$Zymosterol; delta8,24-Cholestadien-3beta-ol; 5alpha-Cholesta-8,24-dien-3beta-ol$5alpha-Cholesta-7,24-dien-3beta-ol$Cholesta-5,7-dien-3beta-ol; 7-Dehydrocholesterol; Provitamin D3$Vitamin D3; Cholecalciferol
E580	row1987	row1987_M+H[1+]	C16396	2,4-Diamino-6-nitrotoluene
E581	row2077	row2077_M+H[1+]	C16396	2,4-Diamino-6-nitrotoluene
E582	row451	row451_M+H[1+]	C16396	2,4-Diamino-6-nitrotoluene
E586	row1106;row453	row1106_M-H4O2+H[1+];row453_M-H2O+H[1+]	C05581	3-Methoxy-4-hydroxyphenylacetaldehyde
E594	row486	row486_M-H2O+H[1+]	C01449	Queuine; Base Q
E597	row1285;row2007;row488	row1285_M-CO+H[1+];row2007_M+H2O+H[1+];row488_M+H[1+]	C10164;C00253	$Nicotinate
E600	row490	row490_M+Na[1+]	c226crn	cervonyl carnitine
E601	row2349	row2349_M-H2O+H[1+]	C05635;C16596	5-Hydroxyindoleacetate$5-Phenyl-1,3-oxazinane-2,4-dione
E603	row967	row967_M+H[1+]	C05635;C16596	5-Hydroxyindoleacetate$5-Phenyl-1,3-oxazinane-2,4-dione
E605	row906	row906_M+H[1+]	C01717;C14800;C14802	4-Hydroxy-2-quinolinecarboxylic acid$1-Nitronaphthalene-5,6-oxide$1-Nitronaphthalene-7,8-oxide
E606	row2330;row491;row799	row2330_M-CO2+H[1+];row491_M-CO2+H[1+];row799_M+H[1+]	C01717	4-Hydroxy-2-quinolinecarboxylic acid
E607	row1366	row1366_M+H[1+]	C01717;C14800;C14802	4-Hydroxy-2-quinolinecarboxylic acid$1-Nitronaphthalene-5,6-oxide$1-Nitronaphthalene-7,8-oxide
E613	row1332;row1826;row1845;row1879;row1932	row1332_M+Na[1+];row1826_M-HCOOH+H[1+];row1845_M+H[1+];row1879_M(C13)+H[1+];row1932_M-NH3+H[1+]	C00082;CE2174	L-Tyrosine$
E614	row494;row535	row494_M+H[1+];row535_M(C13)+H[1+]	C04230	Lysophosphatidylcholine
E616	row1527;row1903	row1527_M-HCOOH+H[1+];row1903_M-H2O+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E618	row2114;row813;row819;row933	row2114_M+H[1+];row813_M-H2O+H[1+];row819_M+Na[1+];row933_M(C13)+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E619	row1616	row1616_M-H2O+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E629	row1461;row515;row643	row1461_M-H2O+H[1+];row515_M+H[1+];row643_M-CO+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E638	row1442;row2039;row2232;row2311;row2383;row732	row1442_M-CO+H[1+];row2039_M-C3H4O2+H[1+];row2232_M-CO2+H[1+];row2311_M+H[1+];row2383_M-NH3+H[1+];row732_M+H2O+H[1+]	C12448;egme	Ecgonine methyl ester; Methyl ecgonine$ecgonine methyl ester
E639	row2105;row2145;row865	row2105_M+H2O+H[1+];row2145_M-NH3+H[1+];row865_M+H[1+]	C12448;egme	Ecgonine methyl ester; Methyl ecgonine$ecgonine methyl ester
E640	row1242;row1498;row518	row1242_M+H[1+];row1498_M+H[1+];row518_M+H2O+H[1+]	C12448;egme	Ecgonine methyl ester; Methyl ecgonine$ecgonine methyl ester
E641	row1442;row2179;row2225;row2311;row732;row802	row1442_M-HCOOH+H[1+];row2179_M-CO2+H[1+];row2225_M-C3H4O2+H[1+];row2311_M-H2O+H[1+];row732_M+H[1+];row802_M-NH3+H[1+]	pcrn	propionyl-carnitine
E642	row1722;row2105;row865	row1722_M-NH3+H[1+];row2105_M+H[1+];row865_M-H2O+H[1+]	pcrn	propionyl-carnitine
E643	row1242;row1498;row1989;row2148;row518;row549	row1242_M-H2O+H[1+];row1498_M-H2O+H[1+];row1989_M-C3H4O2+H[1+];row2148_M-C3H4O2+H[1+];row518_M+H[1+];row549_M(C13)+H[1+]	pcrn	propionyl-carnitine
E652	row1680;row1911;row2391	row1680_M(C13)+H[1+];row1911_M+H[1+];row2391_M+H[1+]	C00881	Deoxycytidine
E653	row2307;row2323	row2307_M+H[1+];row2323_M(C13)+H[1+]	C00881	Deoxycytidine
E654	row551	row551_M+H[1+]	C00881	Deoxycytidine
E658	row526	row526_M-H2O+H[1+]	C06114	gamma-Glutamyl-beta-aminopropiononitrile; gamma-Glutamyl-3-aminopropiononitrile
E659	row972	row972_M+H[1+]	C06114	gamma-Glutamyl-beta-aminopropiononitrile; gamma-Glutamyl-3-aminopropiononitrile
E661	row530	row530_M+Na[1+]	C00031;C00221;C00247;C02336;C00267;C00738;C00936;C00095;C00962;C01582;C00795;C00137;C00293;C00124;C00984;C00159	D-Glucose$beta-D-Glucose$L-Sorbose; L-xylo-Hexulose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$D-Hexose$$D-Fructose$beta-D-Galactose$Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$Glucose$D-Galactose$alpha-D-Galactose$D-Mannose
E662	row1635;row1891	row1635_M+Na[1+];row1891_M+Na[1+]	C00031;C00221;C00247;C02336;C00267;C00738;C00936;C00095;C00962;C01582;C00795;C00137;C00293;C00124;C00984;C00159	D-Glucose$beta-D-Glucose$L-Sorbose; L-xylo-Hexulose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$D-Hexose$$D-Fructose$beta-D-Galactose$Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$Glucose$D-Galactose$alpha-D-Galactose$D-Mannose
E663	row1269	row1269_M+Na[1+]	C00031;C00221;C00247;C02336;C00267;C00738;C00936;C00095;C00962;C01582;C00795;C00137;C00293;C00124;C00984;C00159	D-Glucose$beta-D-Glucose$L-Sorbose; L-xylo-Hexulose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$D-Hexose$$D-Fructose$beta-D-Galactose$Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$Glucose$D-Galactose$alpha-D-Galactose$D-Mannose
E665	row1076;row2090;row2334	row1076_M-C3H4O2+H[1+];row2090_M-H2O+H[1+];row2334_M-H4O2+H[1+]	C00670	sn-Glycero-3-phosphocholine
E670	row540	row540_M+Na[1+]	C00299	Uridine
E671	row1720;row544	row1720_M+Na[1+];row544_M+H[1+]	C06196	2'-Deoxyinosine 5'-phosphate; dIMP
E672	row1691;row1702;row1820;row1932	row1691_M-HCOOH+H[1+];row1702_M-H2O+H[1+];row1820_M(C13)+H[1+];row1932_M+H[1+]	C05838;C00811;C02763;C00166	cis-2-Hydroxycinnamate; 2-Coumarinate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$enol-Phenylpyruvate$Phenylpyruvate
E676	row1297;row2305	row1297_M+H2O+H[1+];row2305_M+H[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E677	row1914;row2275;row973	row1914_M+H2O+H[1+];row2275_M+H[1+];row973_M[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E678	row1865;row2088;row2355;row2365;row2379;row620;row634;row882	row1865_M+Na[1+];row2088_M+H2O+H[1+];row2355_M-CO2+H[1+];row2365_M(C13)+H[1+];row2379_M-HCOOH+H[1+];row620_M+H2O+H[1+];row634_M+H2O+H[1+];row882_M+H2O+H[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E680	row1135;row1267;row1272;row550	row1135_M-HCOOH+H[1+];row1267_M(C13)+H[1+];row1272_M+H[1+];row550_M-HCOOH+H[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E682	row1574	row1574_M+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E683	row1134;row1638	row1134_M-NH3+H[1+];row1638_M+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E687	row2379	row2379_M-H2O+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E688	row1135;row1551;row550;row853	row1135_M-H2O+H[1+];row1551_M-H2O+H[1+];row550_M-H2O+H[1+];row853_M+H2O+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E689	row1346	row1346_M+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E692	row1580;row1865;row2379	row1580_M(C13)+H[1+];row1865_M+HCOONa[1+];row2379_M+H[1+]	CE1944	1-pyrroline
E693	row1551	row1551_M+H[1+]	CE1944	1-pyrroline
E694	row1135;row550	row1135_M+H[1+];row550_M+H[1+]	CE1944	1-pyrroline
E701	row577	row577_M+Na[1+]	dcsptn1crn;clpndcrn	docosa-4,7,10,13,16-pentaenoyl carnitine$clupanodonyl carnitine
E702	row2015	row2015_M+Na[1+]	dcsptn1crn;clpndcrn	docosa-4,7,10,13,16-pentaenoyl carnitine$clupanodonyl carnitine
E703	row696;row745;row778	row696_M+Na[1+];row745_M(C13)+H[1+];row778_M+H[1+]	C04148;C05642	alpha-N-Phenylacetyl-L-glutamine$Formyl-N-acetyl-5-methoxykynurenamine
E704	row1412;row1553;row1578;row1683;row579;row928	row1412_M(C13)+H[1+];row1553_M-CO+H[1+];row1578_M(C13)+H[1+];row1683_M+H[1+];row579_M+Na[1+];row928_M+H[1+]	C04148;C05642	alpha-N-Phenylacetyl-L-glutamine$Formyl-N-acetyl-5-methoxykynurenamine
E706	row2226;row2248;row580	row2226_M+H2O+H[1+];row2248_M+H[1+];row580_M+H[1+]	C00108	Anthranilate
E707	row1954	row1954_M+H[1+]	C00108	Anthranilate
E708	row1506;row2069	row1506_M+H[1+];row2069_M(C13)+H[1+]	C00108	Anthranilate
E711	row1897;row1954;row967	row1897_M-CO2+H[1+];row1954_M-C3H4O2+H[1+];row967_M-H2O+H[1+]	C16591	3-Carbamoyl-2-phenylpropionic acid
E714	row1562;row1784	row1562_M+H[1+];row1784_M-CO+H[1+]	C00847	4-Pyridoxate; 4-Pyridoxic acid
E718	row1439;row1675;row585;row808;row938;row988	row1439_M-H2O+H[1+];row1675_M+H[1+];row585_M-H2O+H[1+];row808_M+H[1+];row938_M+H2O+H[1+];row988_M+H2O+H[1+]	C02452;C11409;C02759;C00964	Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(+)-trans-Carveol; (4S,6R)-trans-Carveol$$(-)-trans-Carveol
E724	row1388	row1388_M+H[1+]	C03793	N6,N6,N6-Trimethyl-L-lysine
E733	row1701;row2320	row1701_M-H2O+H[1+];row2320_M-NH3+H[1+]	C00047	L-Lysine
E735	row1098;row2147;row2252;row2254;row2387	row1098_M-H2O+H[1+];row2147_M-NH3+H[1+];row2252_M+H[1+];row2254_M(C13)+H[1+];row2387_M+Na[1+]	C00047	L-Lysine
E739	row1631;row616	row1631_M-HCOOH+H[1+];row616_M-H2O+H[1+]	C05711;C00475	gamma-Glutamyl-beta-cyanoalanine$Cytidine
E749	row1599	row1599_M+H[1+]	C05545	Histone N6,N6-dimethyl-L-lysine
E751	row647	row647_M+H[1+]	C03341	2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate
E752	row1181	row1181_M+H[1+]	C03341	2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate
E755	row1100;row1521;row654;row967	row1100_M+Na[1+];row1521_M(C13)+H[1+];row654_M+H[1+];row967_M-NH3+H[1+]	C00328;C05647	L-Kynurenine$Formyl-5-hydroxykynurenamine
E759	row1715	row1715_M-H2O+H[1+]	C02356;C01026;C00334;C05145;C01205;C03284	(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate
E761	row659;row702	row659_M(C13)+H[1+];row702_M+H[1+]	C02356;C01026;C00334;C05145;C01205;C03284	(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate
E762	row1470;row2165	row1470_M+H[1+];row2165_M(C13)+H[1+]	C02356;C01026;C00334;C05145;C01205;C03284	(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate
E771	row695	row695_M+H[1+]	C03943	(2R,4S)-2,4-Diaminopentanoate; D-threo-2,4-Diaminopentanoate; 2,4-Diaminopentanoate
E772	row1235;row1265	row1235_M+Na[1+];row1265_M+H[1+]	C03943	(2R,4S)-2,4-Diaminopentanoate; D-threo-2,4-Diaminopentanoate; 2,4-Diaminopentanoate
E778	row1691	row1691_M-H2O+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E779	row1033;row1065;row1483;row1526;row1814;row1867;row717;row926	row1033_M-CO+H[1+];row1065_M-C3H4O2+H[1+];row1483_M+H[1+];row1526_M+H2O+H[1+];row1814_M-HCOOH+H[1+];row1867_M-HCOOH+H[1+];row717_M-H2O+H[1+];row926_M-CO2+H[1+]	CE2576	
E783	row1383;row1709	row1383_M-CO+H[1+];row1709_M+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E784	row1733;row1943	row1733_M+H[1+];row1943_M-CO+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E785	row722	row722_M-H2O+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E791	row722	row722_M+H[1+]	C00954;C05634	Indole-3-acetate$5-Hydroxyindoleacetaldehyde
E798	row1803	row1803_M-H2O+H[1+]	C05984;C01089;C03197;C06001;C00989	2-Hydroxybutyrate$(R)-3-Hydroxybutanoate; (R)-3-Hydroxybutanoic acid; (R)-3-Hydroxybutyric acid$(S)-3-Hydroxybutanoate$(S)-3-Hydroxyisobutyrate$4-Hydroxybutanoic acid; 4-Hydroxybutanoate; 4-Hydroxybutyric acid
E800	row725	row725_M-H2O+H[1+]	C05984;C01089;C03197;C06001;C00989	2-Hydroxybutyrate$(R)-3-Hydroxybutanoate; (R)-3-Hydroxybutanoic acid; (R)-3-Hydroxybutyric acid$(S)-3-Hydroxybutanoate$(S)-3-Hydroxyisobutyrate$4-Hydroxybutanoic acid; 4-Hydroxybutanoate; 4-Hydroxybutyric acid
E804	row858	row858_M+H[1+]	C12455	5-Aminopentanal
E805	row1165	row1165_M+H[1+]	C12455	5-Aminopentanal
E806	row1559	row1559_M+H[1+]	C12455	5-Aminopentanal
E807	row918	row918_M-H2O+H[1+]	C12455	5-Aminopentanal
E810	row1371;row1793;row2370;row863	row1371_M-CO+H[1+];row1793_M(C13)+H[1+];row2370_M+H[1+];row863_M+Na[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
E811	row1433;row1921;row2236;row2271;row2355	row1433_M+Na[1+];row1921_M-CO+H[1+];row2236_M(C13)+H[1+];row2271_M+H[1+];row2355_M-HCOOH+H[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
E813	row729	row729_M-H2O+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate
E815	row1861	row1861_M+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate
E816	row1445;row1842;row815;row842	row1445_M+H[1+];row1842_M+Na[1+];row815_M+H[1+];row842_M+Na[1+]	C01132	N-Acetyl-D-galactosamine
E817	row733	row733_M+Na[1+]	C01132	N-Acetyl-D-galactosamine
E818	row2143	row2143_M+H[1+]	C02693	Indole-3-acetamide
E819	row740	row740_M+H[1+]	C02693	Indole-3-acetamide
E822	row1360;row750;row927	row1360_M+H[1+];row750_M-C3H4O2+H[1+];row927_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
E824	row1446;row1572	row1446_M-H2O+H[1+];row1572_M-CO+H[1+]	C05660	5-Methoxyindoleacetate
E825	row2062	row2062_M+H[1+]	C02558	N-Acetylarylamine
E826	row751	row751_M+H[1+]	C02558	N-Acetylarylamine
E827	row1332;row1826	row1332_M+HCOONa[1+];row1826_M+H[1+]	C02558	N-Acetylarylamine
E831	row1352;row1429;row1446;row1468;row828;row962	row1352_M+Na[1+];row1429_M+H[1+];row1446_M-NH3+H[1+];row1468_M(C13)+H[1+];row828_M+K[1+];row962_M-HCOOH+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan
E833	row1238	row1238_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol
E835	row1342;row1383;row1658;row1862	row1342_M+H2O+H[1+];row1383_M-H2O+H[1+];row1658_M-CO+H[1+];row1862_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E836	row1348;row1727;row1943;row2012	row1348_M+H[1+];row1727_M-CO+H[1+];row1943_M-H2O+H[1+];row2012_M+H2O+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E837	row1897	row1897_M-H2O+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E838	row762	row762_M-H2O+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E841	row1774;row779;row996;row999	row1774_M+H[1+];row779_M-CO+H[1+];row996_M-HCOOH+H[1+];row999_M+H2O+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E845	row796	row796_M-H2O+H[1+]	C04299	D-myo-Inositol 1,2-cyclic phosphate; 1D-myo-Inositol 1,2-cyclic phosphate
E849	row906	row906_M-H2O+H[1+]	C01252	4-(2-Aminophenyl)-2,4-dioxobutanoate
E851	row799;row907	row799_M-H2O+H[1+];row907_M-CO+H[1+]	C01252	4-(2-Aminophenyl)-2,4-dioxobutanoate
E852	row1366	row1366_M-H2O+H[1+]	C01252	4-(2-Aminophenyl)-2,4-dioxobutanoate
E853	row799	row799_M+H[1+]	C14800;C14802	1-Nitronaphthalene-5,6-oxide$1-Nitronaphthalene-7,8-oxide
E854	row801	row801_M+H[1+]	C06608	Diethylphosphoric acid; O,O-Diethylphosphoric acid
E855	row945	row945_M+H[1+]	C06608	Diethylphosphoric acid; O,O-Diethylphosphoric acid
E859	row1577;row1638;row1874;row1905	row1577_M-H2O+H[1+];row1638_M-C3H4O2+H[1+];row1874_M-CO+H[1+];row1905_M-CO2+H[1+]	C03087	5-Acetamidopentanoate
E860	row1080;row1232;row1858;row2049	row1080_M-H2O+H[1+];row1232_M-CO2+H[1+];row1858_M+H[1+];row2049_M-CO+H[1+]	C03087	5-Acetamidopentanoate
E861	row1405;row1847;row2132;row2215	row1405_M-CO+H[1+];row1847_M-H2O+H[1+];row2132_M-CO+H[1+];row2215_M+H[1+]	C03087	5-Acetamidopentanoate
E862	row1319;row2129;row809	row1319_M+H[1+];row2129_M+HCOONa[1+];row809_M(C13)+H[1+]	C03087	5-Acetamidopentanoate
E865	row1275;row1304;row1527;row1903;row971	row1275_M+Na[1+];row1304_M+K[1+];row1527_M-CO+H[1+];row1903_M+H[1+];row971_M(C13)+H[1+]	C00791	
E866	row2114;row813	row2114_M+H2O+H[1+];row813_M+H[1+]	C00791	
E867	row1616	row1616_M+H[1+]	C00791	
E875	row1048;row878	row1048_M(C13)+H[1+];row878_M+H[1+]	C02530	Cholesterol ester
E877	row885	row885_M+Na[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E878	row1676	row1676_M+Na[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E881	row886	row886_M+H[1+]	C01152	N(pi)-Methyl-L-histidine; 1-Methylhistidine; N-pros-Methyl-L-histidine
E882	row1174;row1328;row1398;row1918;row2063;row2169	row1174_M+H[1+];row1328_M-HCOOH+H[1+];row1398_M+H[1+];row1918_M(C13)+H[1+];row2063_M+Na[1+];row2169_M(C13)+H[1+]	C01152	N(pi)-Methyl-L-histidine; 1-Methylhistidine; N-pros-Methyl-L-histidine
E889	row937	row937_M-H2O+H[1+]	C02305	Phosphocreatine; N-Phosphocreatine; Creatine phosphate
E893	row962	row962_M-H2O+H[1+]	C00780	Serotonin
E896	row966	row966_M-H2O+H[1+]	C00294	Inosine
E897	row2349	row2349_M+H[1+]	C14040	1-Nitronaphthalene
E906	row1488;row1790;row2203	row1488_M-H2O+H[1+];row1790_M-C3H4O2+H[1+];row2203_M-NH3+H[1+]	C00437	N2-Acetyl-L-ornithine
E908	row1367;row1651;row1701;row2357	row1367_M+Na[1+];row1651_M+H[1+];row1701_M-HCOOH+H[1+];row2357_M-H2O+H[1+]	C00437	N2-Acetyl-L-ornithine
E910	row1098;row1428;row2252	row1098_M-HCOOH+H[1+];row1428_M-H2O+H[1+];row2252_M-CO+H[1+]	C00437	N2-Acetyl-L-ornithine
E912	row1975;row2107	row1975_M+H2O+H[1+];row2107_M+H[1+]	CE1918;CE5629	5-hydroxytryptophol$1,2-dehydrosalsolinol
E914	row1021	row1021_M+H[1+]	CE1918;CE5629	5-hydroxytryptophol$1,2-dehydrosalsolinol
E915	row1572	row1572_M+H[1+]	CE1918;CE5629	5-hydroxytryptophol$1,2-dehydrosalsolinol
E923	row1035	row1035_M+H[1+]	C05462;C05466	Chenodeoxyglycocholate$
E924	row1055	row1055_M+H[1+]	C05462;C05466	Chenodeoxyglycocholate$
E927	row1046	row1046_M+H[1+]	C16622	N,N'-Diacetylhydrazine; Diacetylhydrazine
E930	row1050	row1050_M+Na[1+]	C00158;C04575;C00311	Citrate$$Isocitrate
E932	row1065	row1065_M+H[1+]	C02373	4-Methylpentanal; Isocaproaldehyde; Isohexanal
E933	row1218	row1218_M+H[1+]	C07054	Isoniazid
E936	row1108	row1108_M+H[1+]	C00262	Hypoxanthine
E937	row1520;row1534;row1565;row1984	row1520_M+Na[1+];row1534_M+K[1+];row1565_M(C13)+H[1+];row1984_M+H[1+]	C00262	Hypoxanthine
E942	row1702;row1932	row1702_M-H4O2+H[1+];row1932_M-H2O+H[1+]	C05583;C05582	3-Methoxy-4-hydroxyphenylglycolaldehyde$Homovanillate; Homovanillic acid
E952	row1154	row1154_M+H[1+]	C00785	Urocanate
E953	row1668	row1668_M+H[1+]	C00785	Urocanate
E954	row1554;row1795;row2339	row1554_M[1+];row1795_M+H[1+];row2339_M+H2O+H[1+]	C00785	Urocanate
E955	row1725;row2200	row1725_M+H[1+];row2200_M+H2O+H[1+]	C00785	Urocanate
E962	row1299	row1299_M+H[1+]	CE4890;C09640	N-methylsalsolinol$(-)-Salsoline
