EID	massfeature_rows	str_row_ion	compounds	compound_names
E946	row1734;row2905;row3689	row1734_M+2H[2+];row2905_M+H[1+];row3689_M(C13)+H[1+]	CE5014	anhydroretinol
E947	row1756	row1756_M+Na[1+]	CE5307;CE5319	3-oxo-10(R)-hydroxy-octadeca-6E,8E,12Z-trienoate$3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoate
E950	row1917;row2661	row1917_M-H4O2+H[1+];row2661_M-H2O+H[1+]	4nphsf	4-Nitrophenyl sulfate
E951	row3221;row3432	row3221_M-H2O+H[1+];row3432_M-H4O2+H[1+]	4nphsf	4-Nitrophenyl sulfate
E952	row3600	row3600_M-H2O+H[1+]	4nphsf	4-Nitrophenyl sulfate
E954	row1805	row1805_M+Na[1+]	ptdcacrn	pendtadenoyl carnitine
E956	row1840	row1840_M+Na[1+]	C05708	Selenomethionine Se-oxide
E959	row1875	row1875_M-H2O+H[1+]	nrpphrsf	Sulfate derivative of norepinephrine
E961	row1890	row1890_M+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate
E963	row1895	row1895_M+H[1+]	elaidcrn;vacccrn;odecrn	Elaidic carnitine$Vaccenyl carnitine$octadecenoyl carnitine
E964	row3563	row3563_M+H[1+]	CE4890;C09640	N-methylsalsolinol$(-)-Salsoline
E967	row2713;row3934	row2713_M+H[1+];row3934_M+H[1+]	CE4890;C09640	N-methylsalsolinol$(-)-Salsoline
E970	row2268	row2268_M-H2O+H[1+]	C00499	Allantoate; Allantoic acid
E975	row2603;row2762	row2603_M+H[1+];row2762_M(C13)+H[1+]	C00486	Bilirubin
E976	row2012;row3443	row2012_M+H[1+];row3443_M(C13)+H[1+]	C00486	Bilirubin
E980	row2097;row2303;row2579	row2097_M+Na[1+];row2303_M+H[1+];row2579_M(C13)+H[1+]	C00262	Hypoxanthine
E981	row2117;row2619;row3919	row2117_M(S34)+H[1+];row2619_M+H[1+];row3919_M+Na[1+]	C00245	Taurine
E985	row2171;row2741;row3135;row3174	row2171_M-H2O+H[1+];row2741_M+H[1+];row3135_M(C13)+H[1+];row3174_M-H4O2+H[1+]	C05462;C05466	Chenodeoxyglycocholate$
E994	row2473	row2473_M-H2O+H[1+]	C03091;CE2315;C01189;C03845;C00187	5beta-Cholestan-3-one; Coprostan-3-one$cholesta-8(9)-en-3beta-ol$5alpha-Cholest-7-en-3beta-ol; Lathosterol$5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol$Cholesterol
E995	row2210	row2210_M-H2O+H[1+]	C03091;CE2315;C01189;C03845;C00187	5beta-Cholestan-3-one; Coprostan-3-one$cholesta-8(9)-en-3beta-ol$5alpha-Cholest-7-en-3beta-ol; Lathosterol$5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol$Cholesterol
E1001	row2263	row2263_M+H[1+]	C00178;C02835	Thymine$Imidazole-4-acetate; Imidazoleacetic acid; 4-Imidazoleacetate
E1002	row2268	row2268_M+H[1+]	C01551	Allantoin; 5-Ureidohydantoin; Glyoxyldiureide
E1004	row3257	row3257_M+H[1+]	C02505;C02558	2-Phenylacetamide$N-Acetylarylamine
E1005	row3471;row3810;row3882	row3471_M+HCOONa[1+];row3810_M+H[1+];row3882_M-NH3+H[1+]	C02505	2-Phenylacetamide
E1013	row2366	row2366_M+H[1+]	C00037	Glycine
E1014	row4067	row4067_M+H[1+]	C00037	Glycine
E1017	row2904	row2904_M+H[1+]	lneldccrn;lnlccrn	Linoelaidyl carnitine$Linoleyl carnitine
E1020	row2375	row2375_M+Na[1+]	C05401	3-beta-D-Galactosyl-sn-glycerol; Galactosylglycerol
E1028	row2406	row2406_M+H[1+]	C03341	2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate
E1033	row2592	row2592_M-H2O+H[1+]	C00119	5-Phospho-alpha-D-ribose 1-diphosphate
E1037	row3840	row3840_M+H[1+]	C00328;C05647	L-Kynurenine$Formyl-5-hydroxykynurenamine
E1039	row2663	row2663_M+H[1+]	C06144	3-Butynoate
E1040	row4081	row4081_M+H[1+]	C06144	3-Butynoate
E1043	row2663	row2663_M-H2O+H[1+]	C00232;C06002;C00349;C00109;C00164	Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate$(S)-Methylmalonate semialdehyde$2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde$2-Oxobutanoate$Acetoacetate
E1044	row4081	row4081_M-H2O+H[1+]	C00232;C06002;C00349;C00109;C00164	Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate$(S)-Methylmalonate semialdehyde$2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde$2-Oxobutanoate$Acetoacetate
E1052	row2684	row2684_M+Na[1+]	C00957	Mercaptopyruvate
E1055	row4019	row4019_M+Na[1+]	C01074;C01132;C00645;C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-galactosamine$N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetyl-D-glucosamine
E1056	row2764	row2764_M+Na[1+]	C01074;C01132;C00645;C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-galactosamine$N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetyl-D-glucosamine
E1061	row2818	row2818_M-H2O+H[1+]	CE1918;CE5629	5-hydroxytryptophol$1,2-dehydrosalsolinol
E1063	row2818;row3022	row2818_M-NH3+H[1+];row3022_M+H[1+]	C00780	Serotonin
E1064	row2818	row2818_M+H[1+]	C00637;C14789	Indole-3-acetaldehyde$
E1066	row2905	row2905_M-H2O+H[1+]	C00899;C00473	cis-11-retinol$Retinol
E1079	row3125	row3125_M+H[1+]	C06429	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid; 4,7,10,13,16,19-Docosahexaenoic acid; Docosahexaenoic acid
E1082	row3193	row3193_M-H2O+H[1+]	C00055	CMP
E1083	row3198	row3198_M-H2O+H[1+]	C00026	2-Oxoglutarate
E1086	row3216	row3216_M-H2O+H[1+]	CE5021	
E1087	row3216	row3216_M+H[1+]	C02477;C04814	alpha-Tocopherol; Vitamin E$4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol
E1091	row3471;row3810	row3471_M+HCOONa[1+];row3810_M+H[1+]	C02558	N-Acetylarylamine
E1102	row3522;row4110	row3522_M+H[1+];row4110_M+Na[1+]	C00294	Inosine
E1103	row3531	row3531_M+H[1+]	C00385	Xanthine
E1104	row3555	row3555_M+Na[1+]	tmndnccrn	Timnodonyl carnitine
E1109	row3748	row3748_M+H[1+]	C00491	L-Cystine; L-Dicysteine; L-alpha-Diamino-beta-dithiolactic acid
E1111	row3769;row3940;row4043;row4074;row4108	row3769_M-HCOOH+H[1+];row3940_M(C13)+H[1+];row4043_M(S34)+H[1+];row4074_M-NH3+H[1+];row4108_M+H[1+]	C00073	L-Methionine
E1113	row3907	row3907_M+H[1+]	C06124	Sphingosine 1-phosphate
E1114	row3809	row3809_M+H[1+]	C06124	Sphingosine 1-phosphate
E1117	row3840	row3840_M-H2O+H[1+]	C00931	Porphobilinogen
E1129	row4062	row4062_M+H[1+]	C05828	3-Methylimidazoleacetic acid
E1131	row4070	row4070_M+H[1+]	C00106	Uracil
